,name,id,type,price,material,description,colors,sizes,imageCount
60,X738 Chewed Up Denim,6914534670408,Denim,68.0,98% cotton 2% spandex,"The X738 Chewed Up Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking, And Features A Vintage Black Wash And  Distressing At The Knees And Thighs.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,7
61,V730 Goblin Split Denim,6901145239624,Denim,78.0,100% cotton,"The V730 Goblin Split Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit, Featuring An Water Rinse On Top Of A Vintage Wash With Sanding Details Throughout, Constructed From 100% Cotton Denim, And Finished With Work Pant Details Throughout.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
62,Ultra Baggy Pocketeer Denim,6901145206856,Denim,88.0,100% cotton,"The Ultra Baggy Pocketeer Denim Is Designed With Our New Oversized Ultra Baggy Fit, Constructed From 100% Cotton Denim With A Vintage Wash, Cargo Pocketing Throughout, And Finished With A Button Placket.",Burgundy,28/29/30/31/32/33/34/36/38/40/42,8
63,Ultra Baggy Pocketeer Denim,6901145174088,Denim,88.0,100% cotton,"The Ultra Baggy Pocketeer Denim Is Designed With Our New Oversized Ultra Baggy Fit, Constructed From 100% Cotton Denim With A Vintage Wash, Cargo Pocketing Throughout, And Finished With A Button Placket.",Khaki,28/29/30/31/32/33/34/36/38/40/42,7
64,Ultra Baggy Pocketeer Denim,6901145141320,Denim,88.0,100% cotton,"The Ultra Baggy Pocketeer Denim Is Designed With Our New Oversized Ultra Baggy Fit, Constructed From 100% Cotton Denim With A Vintage Wash, Cargo Pocketing Throughout, And Finished With A Button Placket.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,7
65,Ultra Baggy Grid Lock Denim,6901144584264,Denim,108.0,100% cotton,"The Ultra Baggy Grid Lock Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From A Tan Denim With A Vintage Wash, Featuring Cargo Pocket Details Throughout And Finished With Exposed Zipper Details Down The Legs.",Brown,28/29/30/31/32/33/34/36/38/40/42,7
66,X504 Stretch Skinny Denim,6734906753096,Denim,56.0,98% cotton 2% spandex,"The X504 Stretch Skinny Denim Is Designed With Our New X Fit Which Is  Skinny Throughout With An Extended Inseam For Stacking, And Features A Vintage Wash  And Paint Details Throughout.",Grey,28/29/30/31/32/33/34/36/38/40/42,9
67,V647 Baggy Patchwork Denim,6806477013064,Denim,100.0,100% cotton,"The V647 Baggy Patchwork Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit, Featuring A Vintage Wash Base With Embroidered Patchwork Details Throughout, Constructed From 100% Cotton Denim, And Finished With A Deconstructed Leg Opening.",Blue/Multi,28/29/30/31/32/33/34/36/38/40/42,9
68,B476 Flare Denim,6620506849352,Denim,68.0,100% cotton,"The B476 Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Black Denim, Contrast Panelling At The Inseam And Outseam From Contrasting Denim For A Slight Flare And Finished With A Deconstructed Hem.",Black,28/29/30/31/32/33/34/36/38/40/42,10
69,B384 Metal Eyelet Flare Denim,6790232637512,Denim,34.0,100% cotton,"The B384 Metal Eyelet Flare Denim Are Designed In Our B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Vintage Washed Blue Denim, Distressing At The Wearer'S Knees, And Finished With A Grommet Details At The Hip.",Rust,28/29/30/31/32/33/34/36/38/40/42,8
70,V381 Baggy Denim,6790232178760,Denim,34.0,100% cotton,The V381 Baggy Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit And Features Vintage Wash Base With Contrasting Panels Throughout With Raw Edges.,Blue,28/29/30/31/32/33/34/36/38/40/42,9
71,V602 Thrashed Carpenter Pants,6773226471496,Denim,42.0,100% cotton,"The V602 Thrashed Carpenter Pants Is Designed With Our New V Fit Which Is Relaxed Throughout And Features A Vintage Wash, Sanding And Whiskering Throughout, And Finished With Distressing And Paint Details Throughout.",Brown,28/29/30/31/32/33/34/36/38/40/42,8
72,M11 Slim Denim,8097004033,Denim,56.0,100% cotton,"The M11 Slim Denim Is Designed With A Relaxed Fit Through The Thigh That Tapers From The Knee To The Ankle With A Black Poly-Cotton Coating, Finishing Off With A 10"" Concealed Zipper On The Inseam And A Rear Calf Panel For A Carefully Optimized Fit.",Black,28/29/30/31/32/33/34/36/38/40,8
73,X514 Skinny Stacked Denim,6752484032584,Denim,32.0,98% cotton 2% spandex,"The X514 Skinny Stacked Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, And Finished With A Light Garment Wash For Improved Hand Feel.",White,28/29/30/31/32/33/34/36/38/40/42,8
74,Ultra Baggy Decimated Denim,6812659941448,Denim,38.0,100% cotton,"The Ultra Baggy Decimated Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Vintage Wash, Extensive Distressing Throughout, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
75,D519 Leather Zipper Flare Pants,6790232735816,Denim,76.0,100% polyester,"The D519 Leather Zipper Flare Denim Is Designed With Our D Fit Which Is Straight Throughout, Zipper Detail Extending From The Thigh To The Shin To Provide A Flare Fit Through The Leg, And Is Constructed From A Black Vegan Leather.",Black,28/29/30/31/32/33/34/36/38/40/42,8
76,V624 Snap Off Baggy Pants,6776948424776,Denim,40.0,100% cotton,"The V624 Snap Off Baggy Pants Are Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit, Featuring A Heavy Vintage Wash With Whiskering Details Throughout, Constructed From 100% Cotton Twill, And Finished With Work Panelling That Is Attached To The Front With Buttons On Both The Inseam And Outseam.",Brown,28/29/30/31/32/33/34/36/38/40/42,8
77,B575 Western Crosshatch Flare Denim,6770145296456,Denim,42.0,100% cotton,"Introducing The B575 Western Crosshatch Flare Denim, Crafted From A Cotton Denim With A Relaxed Fit Through The Thigh And A Distinct Flare At The Leg Opening. The Jacquard Patterned Blue Denim Base Undergoes A Vintage Light Wash, Achieving A Brushed Texture That’S Both Visually Striking And Pleasing To The Touch. Embrace A Blend Of Traditional Western Aesthetics And Contemporary Flair With These Standout Jeans.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
78,D152 Cargo Straight Denim,6629448679496,Denim,44.0,100% cotton,"The Dd152 Cargo Straight Denim Is Designed With Our New D Fit Which Is Relaxed Throughout And An Extended Inseam For Stacking, But Also Has A Slightly Longer Rise And Increased Width In The Thigh From Our Standard D Fit. The D152 Strapped Cargo Denim Also Features Cargo Pockets At The Outseam With Cotton Webbing Closures.",Brown,28/29/30/31/32/33/34/36/38/40/42,8
79,X607 Painted Skinny Denim,6773226766408,Denim,68.0,98%cotton 2%spandex,"The X607 Painted Skinny Denim Is Designed With Our X Fit, Which Is Skinny Throughout With An Extended Inseam For Stacking, And Features A Vintage Blue Wash With A Dirt Tint, Paint Details Throughout, And Finished With Distressing Details.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
80,D152 Cargo Pants,6766123647048,Bottoms,62.0,98% cotton 2% spandex,"The D152 Cargo Pants Has A Relaxed Fit Throughout And An Extended Inseam For Stacking, With A Slightly Longer Rise And Increased Width In The Thigh From Our Standard D Fit. The D152 Strapped Cargo Denim Also Features Cargo Pockets At The Outseam With Cotton Webbing Closures And A Split Hem For Improved Stacking.",Woodland Camo,28/29/30/31/32/33/34/36/38/40/42,8
81,X565 Skinny Denim,6764787793992,Denim,52.0,98%cotton 2%spandex,"The X565 Skinny Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking, And Features A Vintage Black Wash And Custom Distressing Details Throughout.",Black,28/29/30/31/32/33/34/36/38/40/42,8
82,D152 Cargo Straight Denim,6541383958600,Denim,62.0,100% cotton,"The D152 Cargo Straight Denim Is Designed With Our New D Fit Which Is Relaxed Throughout And An Extended Inseam For Stacking, But Also Has A Slightly Longer Rise And Increased Width In The Thigh From Our Standard D Fit. The D152 Strapped Cargo Denim Also Features Cargo Pockets At The Outseam With Cotton Webbing Closures.",Black,28/29/30/31/32/33/34/36/38/40/42,10
83,Baggy Rip Denim Shorts,6803404456008,Denim,54.0,100% cotton,"The Baggy Rip Denim Shorts Are Designed With A Relaxed Fit Throughout, Featuring Traditional Five Pocket Denim Details, Raw Hem At The Leg Opening, And Finished With A Vintage Wash And Distressing Details Throughout.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
84,Baggy Rip Denim Shorts,6803404390472,Denim,54.0,100% cotton,"The Baggy Rip Denim Shorts Are Designed With A Relaxed Fit Throughout, Featuring Traditional Five Pocket Denim Details, Raw Hem At The Leg Opening, And Finished With A Vintage Wash And Distressing Details Throughout.",Vintage Blue,28/29/30/31/32/33/34/36/38/40/42,8
85,B387 Rugged Flare Denim,6797012500552,Denim,44.0,100% cotton,"The B387 Rugged Flare Denim Are Designed In Our B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From A Natural Blue Denim Fabric With A Medium Wash, Embroidery And Quilting Details Throughout, And Finished With A Traditional Hem.",Multi,28/29/30/31/32/33/34/36/38/40/42,9
86,B243 Flare Denim,6629448613960,Denim,64.0,100% cotton,"The B243 Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Brown Duck Twill, Work Pants Panelling Removed After Wash For Contrasting Wash Area, Panelling At The Inseam And Outseam For A Slight Flare, Paint Splatter Throughout, And Finished With A Deconstructed Hem.",Black,28/29/30/31/32/33/34/36/38/40/42,8
87,B647 Cargo Seamed Flare Denim,6827470028872,Denim,48.0,100% cotton,"The B647 Cargo Seamed Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From 100% Cotton ""Crackle"" Like Denim With A Vintage Wash, And Finished With Ultra Cargo Pockets On The Side Seam.",Grey,28/29/30/31/32/33/34/36/38/40/42,9
88,Ultra Baggy Upcycled Denim,6812660039752,Denim,48.0,100% cotton,"The Ultra Baggy Upcycled Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Vintage Wash, Panelling Details Throughout For A Recycled Look, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Blue,28/29/30/31/32/33/34/36/38/40/42,9
89,D519 Zipper Flare Denim,6774724689992,Denim,64.0,100% cotton,"The D519 Zipper Flare Denim Is Designed With Our D Fit Which Is Straight Throughout, Zipper Detail Extending From The Thigh To The Shin To Provide A Flare Fit Through The Leg, And Is Constructed From Black Denim.",Vintage Blue,28/29/30/31/32/33/34/36/38/40/42,8
90,X514 Skinny Stacked Denim,6752483967048,Denim,64.0,98% cotton 2% spandex,"The X514 Skinny Stacked Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, And Finished With A Vintage Wash For Improved Hand Feel.",Medium Blue,28/29/30/31/32/33/34/36/38/40/42,8
91,Ultra Baggy Distressed Denim,6832124362824,Denim,36.0,100% cotton,"The Ultra Baggy Distressed Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Vintage Wash, Featuring Standard Five Pocket Denim Details, Distressing Throughout And Finished With A Button Placket.",Vintage Black,28/29/30/31/32/33/34/36/38/40/42,9
92,B648 Side Pinned Flare Denim,6827470127176,Denim,42.0,100% cotton,"The B648 Side Pinned Flare Denim Is Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening. It Is Constructed From 100% Cotton, Vintage Charcoal Washed Denim, And Finished With Technical Pinning Along The Inseam And Out-Seam To Reveal A ""Ripple"" Effect.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,9
93,B649 Ground Moss Flare Denim,6812660072520,Denim,60.0,100% cotton,"The B649 Ground Moss Flare Denim Are Designed In Our B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Olive Work Twill, Heavy Sanding Details Throughout For A More Vintage Feel And Look, And Finished With A Traditional Hem.",Moss,28/29/30/31/32/33/34/36/38/40/42,7
94,B638 Ethereal Flare Rip Denim,6804507394120,Denim,46.0,100%cotton,"The B638 Ethereal Flare Rip Denim Are Designed In Our B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Blue Denim, Heavy Sanding Details Throughout For A More Vintage Feel And Look, And Finished With A Exposed Edge Panelling.",Medium Blue,28/29/30/31/32/33/34/36/38/40/42,8
95,B639 Old English Flare Denim,6803404193864,Denim,38.0,100% cotton,"The B639 Old English Flare Denim Are Designed With Our New B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Light Washed Blue Denim, Panelling At The Inseam And Outseam From Self Fabric For A Slight Flare, A Deconstructed Hem, And Finished With Bleached Repeating Pattern In An Old English Font Throughout.",Medium Blue,28/29/30/31/32/33/34/36/38/40/42,9
96,Ultra Baggy Distressed Denim,6790231556168,Denim,72.0,100% cotton,"The Ultra Baggy Distressed Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Light Wash, Featuring Standard Five Pocket Denim Details, Distressing Details Throughout With Black Repair Panels, And Finished With A Button Placket.",Vintage Blue,28/29/30/31/32/33/34/36/38/40/42,9
97,X597 Paneled Skinny Stacked Denim,6773226307656,Denim,40.0,68% cotton 20% polyester 11% viscose 1% spandex,"The X597 Paneled Skinny Stacked Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, And Finished With A Tonal Panels Throughout With Exposed Seams.",Black,28/29/30/31/32/33/34/36/38/40/42,9
98,Allover Frayed Denim Shorts,6763898404936,Denim,48.0,100% cotton,"The Allover Frayed Denim Shorts Are Designed With A Relaxed Fit Throughout, Featuring A Vintage Wash, Exposed And Raw Seams Throughout, And Finished Off With Raw Hem.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
99,M524 Slim Stacked Denim,6762360275016,Denim,48.0,98% cotton 2% spandex,"The M524 Slim Stacked Denim Is Designed With Our M Fit Which Is Slim Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, And Finished With A Light Garment Wash For Improved Hand Feel.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
100,Frayed Denim Shorts,6734817820744,Bottoms,24.0,100% cotton,"The Frayed Denim Shorts Are Designed With A Relaxed Fit Throughout, Featuring A Garment Washed Denim Fabric, And Finished Off With Raw Hem.",Green,28/29/30/31/32/33/34/36/38/40/42,15
101,Ultra Baggy Oil Stain Denim,6824071266376,Denim,46.0,100% cotton,"The Ultra Baggy Oil Stain Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Light Wash With An Dark Natural Tint, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Vintage Blue,28/29/30/31/32/33/34/36/38/40/42,8
102,Distressed Spider Denim Shorts,6800818241608,Denim,78.0,100% cotton,"The Distressed Spider Denim Shorts Are Designed With A Relaxed Fit Throughout, Featuring A Vintage Wash And Whiskering Throughout, Distressing Details At The Thigh And Knees, Spider Studding Details At The Hip, And Is Finished Off With Raw Hem.",Light Blue,28/29/30/31/32/33/34/36/38/40/42,9
103,D519 Zipper Flare Denim,6774724821064,Denim,48.0,100% cotton,"The D519 Zipper Flare Denim Is Designed With Our D Fit Which Is Straight Throughout, Zipper Detail Extending From The Thigh To The Shin To Provide A Flare Fit Through The Leg, And Is Constructed From Black Denim.",Grey,28/29/30/31/32/33/34/36/38/40/42,8
104,B572 Studded Flare Denim,6770144215112,Denim,48.0,100% cotton,"The B572 Studded Flare Denim Are Designed With Our New B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Black Denim, Panelling At The Inseam And Outseam From Contrasting Denim For A Slight Flare, A Deconstructed Hem, And Is Finished With Stud Details Entirely Covering The Outside Panel.",Black,28/29/30/31/32/33/34/36/38/40/42,8
105,B570 Flare Denim,6766123745352,Denim,64.0,100% cotton,"The B570 Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Light Washed Blue Denim, Panelling At The Inseam And Outseam From Blue Denim For A Slight Flare, Distressing Throughout, And Finished With A Deconstructed Hem.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
106,Baggy Rave Denim,6764785565768,Denim,68.0,100% cotton,"The Baggy Rave Denim Are Designed With A New Oversized Rave Fit, Constructed From A Washed Denim, Distressing Throughout, And Finished With A Deconstructed Hem.",Light Blue,28/29/30/31/32/33/34/36/38/40/42,8
107,B531 Carpenter Flare Denim,6763898175560,Denim,68.0,100% cotton,"The B531 Carpenter Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Blue Denim, Panelling At The Inseam And Outseam From Tonal Denim For A Slight Flare And Finished With A Deconstructed Hem.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
108,Ultra Baggy Denim,6753055539272,Denim,68.0,100% cotton,"The Ultra Baggy Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Light Wash, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Light Blue,28/29/30/31/32/33/34/36/38/40/42,8
109,M11 Slim Denim,6674820595784,Denim,42.0,100% cotton,"The M11 Slim Denim Is Designed With A Relaxed Fit Through The Thigh That Tapers From The Knee To The Ankle With A Black Poly-Cotton Coating, Finishing Off With A 10"" Concealed Zipper On The Inseam And A Rear Calf Panel For A Carefully Optimized Fit.",Brown,28/29/30/31/32/33/34/36/38/40/42,8
110,X43 Skinny Denim,1672743223368,Denim,64.0,98% cotton 2% spandex,"The X43 Stretch Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking, And Is Constructed From Raw Black Denim.",Matte Black,28/29/30/31/32/33/34/36/38/40/42,8
111,Ultra Baggy Dirty Rain Cargo Denim,6812662399048,Denim,36.0,100% cotton,"The Ultra Baggy Dirty Rain Cargo Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Black Denim With A Vintage Wash, Featuring Standard Five Pocket Denim Details, Cargo Pocket Details Throughout, And Finished With A Button Placket.",Black,28/29/30/31/32/33/34/36/38/40/42,8
112,B661 Studded Flare Denim,6812661547080,Denim,42.0,100% cotton,"The B661 Studded Flare Denim Are Designed With Our New B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Blue Denim, A Slight Flare At The Leg Opening, A Traditional Hem, And Is Finished With Flat Stud Details Down The Outseam.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
113,Ultra Baggy Shadow Patch Denim,6812660006984,Denim,42.0,100% cotton,"The Ultra Baggy Shadow Patch Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Dark Wash, Featuring Standard Five Pocket Denim Details, Witness Wash From Work Panelling, And Finished With A Button Placket.",Washed Light Blue,28/29/30/31/32/33/34/36/38/40/42,10
114,Ultra Baggy Decimated Denim,6812659974216,Denim,46.0,100% cotton,"The Ultra Baggy Decimated Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Vintage Wash, Extensive Distressing Throughout, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Black,28/29/30/31/32/33/34/36/38/40/42,8
115,Frayed Denim Shorts,6795729043528,Denim,64.0,100% cotton,"The Frayed Denim Shorts Are Designed With A Relaxed Fit Throughout, Featuring A Garment Washed Denim Fabric, And Finished Off With Raw Hem.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
116,Void Baggy Cargo Denim,6789015666760,Denim,52.0,84% cotton 16% polyester,"The Void Baggy Cargo Denim Is A Bold Addition To Our Collection. Featuring Our Latest Void Fit With Extra Room In The Waist, Hip, And Leg Opening, Along With An Extended Inseam From Our Rave Fit. Constructed From Vintage Washed Black Cotton-Polyester Denim, Embracing Traditional 5 Pocket Denim Details, And Completing With Oversized Cargo Pockets At The Outseam.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
117,B576 Western Flare Denim,6772561051720,Denim,74.0,98% cotton 2% spandex,"Introducing The B576 Western Flare Denim, Crafted From A Comfort-Stretch Denim With A Relaxed Fit Through The Thigh And A Distinct Flare At The Leg Opening. The Black Denim Base Undergoes A Vintage Wash And Sanding, Achieving A Worn In Appearance That’S Both Visually Striking And Pleasing To The Touch. Embrace A Blend Of Traditional Western Aesthetics And Contemporary Flair With These Standout Jeans.",Black,28/29/30/31/32/33/34/36/38/40/42,8
118,B572 Studded Flare Denim,6770150211656,Denim,56.0,100% cotton,"The B572 Studded Flare Denim Are Designed With Our New B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Blue Denim, Panelling At The Inseam And Outseam From Contrasting Denim For A Slight Flare, A Deconstructed Hem, And Is Finished With Stud Details Entirely Covering The Outside Panel.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
119,B243 Flare Denim,6629448581192,Denim,78.0,100% cotton,"The B243 Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Brown Duck Twill, Work Pants Panelling Removed After Wash For Contrasting Wash Area, Panelling At The Inseam And Outseam For A Slight Flare, Paint Splatter Throughout, And Finished With A Deconstructed Hem.",Slate,28/29/30/31/32/33/34/36/38/40/42,8
120,V266 Camo II Baggy Denim,6617538461768,Denim,74.0,100% cotton,"The V266 Camo Ii Baggy Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit, Featuring A Vintage Wash And Constructed From Custom Developed Hunting Camo Fabric.",Hunter Camo,28/29/30/31/32/33/34/36/38/40/42,16
121,B169 Leather Flare Pants,6541384155208,Denim,38.0,made from washed pu vegan leather,"The B169 Leather Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Vegan Leather, Panelling At The Inseam, And Finished With A Deconstructed Hem.",Black,28/29/30/31/32/33/34/36/38/40/42,8
122,B119 Flare Denim,5863143637064,Denim,52.0,100% cotton,"The B119 Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Black Denim, Panelling At The Inseam And Outseam From Contrasting Denim For A Slight Flare And Finished With A Deconstructed Hem.",Black,28/29/30/31/32/33/34/36/38/40/42,9
